"SubnetIDString","SubnetID","SiteName","DcInSite","MaskBits","SubnetMask"
"172.27.184.47/32","172.27.184.47","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.53/32","172.27.184.53","ISD-EXCH","True","32","255.255.255.255"
"10.109.23.0/25","10.109.23.0","SA-Homeoffice","False","25","255.255.255.128"
"161.167.128.0/17","161.167.128.0","CDC","True","17","255.255.128.0"
"10.55.80.0/21","10.55.80.0","LK-GeorgeSourcing","False","21","255.255.248.0"
"30.35.192.0/21","30.35.192.0","CN-S07496","False","21","255.255.248.0"
"10.134.3.19/32","10.134.3.19","BR-Bompreco","False","32","255.255.255.255"
"10.224.0.0/14","10.224.0.0","CDC","True","14","255.252.0.0"
"10.224.200.17/32","10.224.200.17","CDC-WMCT","True","32","255.255.255.255"
"161.163.218.0/24","161.163.218.0","CN-S09000","True","24","255.255.255.0"
"172.27.148.157/32","172.27.148.157","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.21/32","172.27.182.21","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.23/32","172.27.182.23","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.20/32","172.27.182.20","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.24/32","172.27.182.24","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.47/32","172.27.182.47","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.53/32","172.27.182.53","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.55/32","172.27.182.55","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.70/32","172.27.182.70","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.39/32","172.27.182.39","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.57/32","172.27.182.57","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.54/32","172.27.182.54","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.66/32","172.27.182.66","ISD-EXCH","True","32","255.255.255.255"
"10.224.207.59/32","10.224.207.59","CDC-WMCT","True","32","255.255.255.255"
"172.27.182.28/32","172.27.182.28","ISD-EXCH","True","32","255.255.255.255"
"10.224.207.65/32","10.224.207.65","CDC-WMCT","True","32","255.255.255.255"
"10.224.207.60/32","10.224.207.60","CDC-WMCT","True","32","255.255.255.255"
"10.224.207.61/32","10.224.207.61","CDC-WMCT","True","32","255.255.255.255"
"10.224.207.64/32","10.224.207.64","CDC-WMCT","True","32","255.255.255.255"
"172.27.182.33/32","172.27.182.33","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.17/32","172.27.182.17","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.19/32","172.27.182.19","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.34/32","172.27.182.34","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.26/32","172.27.182.26","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.25/32","172.27.182.25","ISD-EXCH","True","32","255.255.255.255"
"10.224.207.63/32","10.224.207.63","CDC-WMCT","True","32","255.255.255.255"
"172.27.189.13/32","172.27.189.13","ISD-EXCH","True","32","255.255.255.255"
"172.27.144.49/32","172.27.144.49","ISD-EXCH","True","32","255.255.255.255"
"172.17.162.88/32","172.17.162.88","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.158/32","172.27.148.158","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.167/32","172.27.148.167","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.15/32","172.27.182.15","ISD-EXCH","True","32","255.255.255.255"
"172.27.185.16/32","172.27.185.16","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.35/32","172.27.184.35","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.140/32","172.27.148.140","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.56/32","172.27.184.56","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.13/32","172.27.182.13","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.139/32","172.27.148.139","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.47/32","172.17.34.47","ISD-EXCH","True","32","255.255.255.255"
"172.27.185.15/32","172.27.185.15","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.29/32","172.27.182.29","ISD-EXCH","True","32","255.255.255.255"
"172.17.162.144/32","172.17.162.144","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.169/32","172.27.148.169","ISD-EXCH","True","32","255.255.255.255"
"10.152.176.0/20","10.152.176.0","US-S05315","False","20","255.255.240.0"
"172.17.34.155/32","172.17.34.155","ISD-EXCH","True","32","255.255.255.255"
"172.27.189.15/32","172.27.189.15","ISD-EXCH","True","32","255.255.255.255"
"172.27.189.14/32","172.27.189.14","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.87/32","172.17.34.87","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.132/32","172.27.148.132","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.30/32","172.27.182.30","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.61/32","172.27.182.61","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.78/32","172.17.34.78","ISD-EXCH","True","32","255.255.255.255"
"172.26.152.8/32","172.26.152.8","ISD","True","32","255.255.255.255"
"172.27.184.55/32","172.27.184.55","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.153/32","172.17.34.153","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.68/32","172.27.184.68","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.23/32","172.27.184.23","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.52/32","172.27.184.52","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.154/32","172.17.34.154","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.86/32","172.17.34.86","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.27/32","172.27.182.27","ISD-EXCH","True","32","255.255.255.255"
"172.27.185.14/32","172.27.185.14","ISD-EXCH","True","32","255.255.255.255"
"10.138.145.160/27","10.138.145.160","MX-FelixCuevas","False","27","255.255.255.224"
"172.27.184.34/32","172.27.184.34","ISD-EXCH","True","32","255.255.255.255"
"10.134.3.17/32","10.134.3.17","BR-Bompreco","False","32","255.255.255.255"
"10.158.224.0/20","10.158.224.0","CA-S07094","False","20","255.255.240.0"
"10.92.16.0/20","10.92.16.0","CN-S07496","False","20","255.255.240.0"
"10.62.52.0/22","10.62.52.0","UK-S07479","False","22","255.255.252.0"
"10.62.68.0/22","10.62.68.0","UK-S07491","False","22","255.255.252.0"
"10.224.194.103/32","10.224.194.103","CDC-WMCT","True","32","255.255.255.255"
"172.27.148.123/32","172.27.148.123","ISD-EXCH","True","32","255.255.255.255"
"10.134.3.18/32","10.134.3.18","BR-Bompreco","False","32","255.255.255.255"
"172.27.148.122/32","172.27.148.122","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.162/32","172.27.148.162","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.60/32","172.27.182.60","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.63/32","172.27.182.63","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.59/32","172.27.182.59","ISD-EXCH","True","32","255.255.255.255"
"172.28.161.0/24","172.28.161.0","US-GEC-Sunnyvale","False","24","255.255.255.0"
"172.28.192.0/22","172.28.192.0","US-GEC-Sunnyvale","False","22","255.255.252.0"
"172.28.187.0/24","172.28.187.0","US-GEC-Sunnyvale","False","24","255.255.255.0"
"172.28.180.0/24","172.28.180.0","US-GEC-Sunnyvale","False","24","255.255.255.0"
"172.17.5.136/32","172.17.5.136","ISD-EXCH","True","32","255.255.255.255"
"172.17.5.127/32","172.17.5.127","ISD-EXCH","True","32","255.255.255.255"
"172.28.162.0/24","172.28.162.0","US-GEC-Sunnyvale","False","24","255.255.255.0"
"172.17.5.135/32","172.17.5.135","ISD-EXCH","True","32","255.255.255.255"
"161.163.206.0/25","161.163.206.0","ID-S09760","False","25","255.255.255.128"
"10.152.64.0/20","10.152.64.0","US-S06496","False","20","255.255.240.0"
"172.28.182.0/24","172.28.182.0","US-GEC-Sunnyvale","False","24","255.255.255.0"
"172.17.5.137/32","172.17.5.137","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.42/32","172.27.182.42","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.45/32","172.27.182.45","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.69/32","172.27.182.69","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.64/32","172.27.182.64","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.37/32","172.27.182.37","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.67/32","172.27.182.67","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.68/32","172.27.182.68","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.62/32","172.27.182.62","ISD-EXCH","True","32","255.255.255.255"
"172.28.184.0/21","172.28.184.0","US-GEC-Sunnyvale","False","21","255.255.248.0"
"172.27.182.65/32","172.27.182.65","ISD-EXCH","True","32","255.255.255.255"
"172.17.5.133/32","172.17.5.133","ISD-EXCH","True","32","255.255.255.255"
"172.28.184.0/24","172.28.184.0","US-GEC-Sunnyvale","False","24","255.255.255.0"
"172.28.172.0/23","172.28.172.0","US-GEC-Sunnyvale","False","23","255.255.254.0"
"172.17.5.126/32","172.17.5.126","ISD-EXCH","True","32","255.255.255.255"
"10.40.154.0/24","10.40.154.0","UK-Leeds-DR","True","24","255.255.255.0"
"172.28.163.0/24","172.28.163.0","US-GEC-Sunnyvale","False","24","255.255.255.0"
"172.17.5.129/32","172.17.5.129","ISD-EXCH","True","32","255.255.255.255"
"172.17.5.130/32","172.17.5.130","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.157/32","172.27.184.157","ISD-EXCH","True","32","255.255.255.255"
"10.62.100.0/22","10.62.100.0","UK-S07493","False","22","255.255.252.0"
"172.27.188.33/32","172.27.188.33","ISD-EXCH","True","32","255.255.255.255"
"172.28.170.0/23","172.28.170.0","US-GEC-Sunnyvale","False","23","255.255.254.0"
"172.27.188.59/32","172.27.188.59","ISD-EXCH","True","32","255.255.255.255"
"172.28.224.0/19","172.28.224.0","BR-GEC","False","19","255.255.224.0"
"172.17.5.131/32","172.17.5.131","ISD-EXCH","True","32","255.255.255.255"
"172.28.176.0/20","172.28.176.0","US-GEC-Sunnyvale","False","20","255.255.240.0"
"172.28.188.0/22","172.28.188.0","US-GEC-Sunnyvale","False","22","255.255.252.0"
"172.17.5.132/32","172.17.5.132","ISD-EXCH","True","32","255.255.255.255"
"30.36.72.0/21","30.36.72.0","US-S07422","False","21","255.255.248.0"
"172.17.5.134/32","172.17.5.134","ISD-EXCH","True","32","255.255.255.255"
"172.28.164.0/24","172.28.164.0","US-GEC-Sunnyvale","False","24","255.255.255.0"
"10.94.36.0/24","10.94.36.0","BD-S09600","False","24","255.255.255.0"
"172.27.184.159/32","172.27.184.159","ISD-EXCH","True","32","255.255.255.255"
"172.17.162.90/32","172.17.162.90","ISD-EXCH","True","32","255.255.255.255"
"172.27.188.30/32","172.27.188.30","ISD-EXCH","True","32","255.255.255.255"
"10.62.112.0/20","10.62.112.0","UK-S07498","False","20","255.255.240.0"
"172.27.188.31/32","172.27.188.31","ISD-EXCH","True","32","255.255.255.255"
"10.109.64.0/20","10.109.64.0","ZA-Parktown-HO","False","20","255.255.240.0"
"10.171.250.0/25","10.171.250.0","JP-Nagano-DR","True","25","255.255.255.128"
"172.27.188.36/32","172.27.188.36","ISD-EXCH","True","32","255.255.255.255"
"30.35.184.0/21","30.35.184.0","UK-S07492","False","21","255.255.248.0"
"172.27.184.160/32","172.27.184.160","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.156/32","172.27.184.156","ISD-EXCH","True","32","255.255.255.255"
"172.28.144.0/20","172.28.144.0","BR-GEC","False","20","255.255.240.0"
"30.32.64.0/21","30.32.64.0","CAM-S07422","False","21","255.255.248.0"
"10.165.80.0/21","10.165.80.0","US-S09728","False","21","255.255.248.0"
"172.27.184.138/32","172.27.184.138","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.151/32","172.27.184.151","ISD-EXCH","True","32","255.255.255.255"
"161.163.217.0/25","161.163.217.0","UK-S07312","False","25","255.255.255.128"
"172.27.188.57/32","172.27.188.57","ISD-EXCH","True","32","255.255.255.255"
"10.77.48.0/20","10.77.48.0","CAM-S07422","False","20","255.255.240.0"
"10.224.207.62/32","10.224.207.62","CDC-WMCT","True","32","255.255.255.255"
"10.224.207.66/32","10.224.207.66","CDC-WMCT","True","32","255.255.255.255"
"172.27.182.58/32","172.27.182.58","ISD-EXCH","True","32","255.255.255.255"
"172.28.159.0/24","172.28.159.0","BR-GEC","False","24","255.255.255.0"
"172.27.182.36/32","172.27.182.36","ISD-EXCH","True","32","255.255.255.255"
"10.62.80.0/20","10.62.80.0","UK-S07492","False","20","255.255.240.0"
"172.27.188.27/32","172.27.188.27","ISD-EXCH","True","32","255.255.255.255"
"172.27.188.37/32","172.27.188.37","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.158/32","172.27.184.158","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.154/32","172.27.184.154","ISD-EXCH","True","32","255.255.255.255"
"172.27.188.58/32","172.27.188.58","ISD-EXCH","True","32","255.255.255.255"
"30.35.240.0/21","30.35.240.0","UK-S07498","False","21","255.255.248.0"
"172.27.182.56/32","172.27.182.56","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.38/32","172.27.182.38","ISD-EXCH","True","32","255.255.255.255"
"148.250.102.0/25","148.250.102.0","MX-S07795","False","25","255.255.255.128"
"172.27.182.46/32","172.27.182.46","ISD-EXCH","True","32","255.255.255.255"
"172.27.188.29/32","172.27.188.29","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.48/32","172.27.182.48","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.150/32","172.27.184.150","ISD-EXCH","True","32","255.255.255.255"
"172.27.188.38/32","172.27.188.38","ISD-EXCH","True","32","255.255.255.255"
"172.27.188.35/32","172.27.188.35","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.136/32","172.27.184.136","ISD-EXCH","True","32","255.255.255.255"
"172.27.188.32/32","172.27.188.32","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.137/32","172.27.184.137","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.161/32","172.27.184.161","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.152/32","172.27.184.152","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.155/32","172.27.184.155","ISD-EXCH","True","32","255.255.255.255"
"172.27.188.34/32","172.27.188.34","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.153/32","172.27.184.153","ISD-EXCH","True","32","255.255.255.255"
"172.27.188.28/32","172.27.188.28","ISD-EXCH","True","32","255.255.255.255"
"172.17.162.145/32","172.17.162.145","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.80/32","172.17.34.80","ISD-EXCH","True","32","255.255.255.255"
"10.93.0.0/16","10.93.0.0","US-GEC-WalmartLabs","False","16","255.255.0.0"
"161.163.83.0/24","161.163.83.0","UK-Leeds-HO","True","24","255.255.255.0"
"161.163.80.0/24","161.163.80.0","UK-Leeds-HO","True","24","255.255.255.0"
"172.27.184.109/32","172.27.184.109","ISD-EXCH","True","32","255.255.255.255"
"10.77.224.0/19","10.77.224.0","CR-S08569-LAFSS","True","19","255.255.224.0"
"172.27.148.160/32","172.27.148.160","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.30/32","172.27.184.30","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.108/32","172.27.184.108","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.82/32","172.27.184.82","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.173/32","172.27.148.173","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.217/32","172.27.148.217","ISD-EXCH","True","32","255.255.255.255"
"161.163.78.0/24","161.163.78.0","UK-Leeds-HO","True","24","255.255.255.0"
"172.27.184.46/32","172.27.184.46","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.174/32","172.27.148.174","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.107/32","172.27.184.107","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.60/32","172.27.184.60","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.161/32","172.27.148.161","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.80/32","172.27.184.80","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.57/32","172.27.184.57","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.183/32","172.27.148.183","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.216/32","172.27.148.216","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.58/32","172.27.184.58","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.72/32","172.27.184.72","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.182/32","172.27.148.182","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.182/32","172.26.155.182","ISD-EXCH","True","32","255.255.255.255"
"10.148.0.32/29","10.148.0.32","US-S07038","False","29","255.255.255.248"
"161.166.124.112/32","161.166.124.112","ISD-EXCH","True","32","255.255.255.255"
"30.27.0.0/19","30.27.0.0","US-S06912","False","19","255.255.224.0"
"172.26.155.168/32","172.26.155.168","ISD-EXCH","True","32","255.255.255.255"
"161.163.123.0/24","161.163.123.0","UK-Leeds-HO","True","24","255.255.255.0"
"30.32.0.0/19","30.32.0.0","US-S06974","False","19","255.255.224.0"
"10.62.36.0/22","10.62.36.0","UK-S07475","False","22","255.255.252.0"
"172.26.155.173/32","172.26.155.173","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.100/32","172.26.155.100","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.138/32","172.27.148.138","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.169/32","172.26.155.169","ISD-EXCH","True","32","255.255.255.255"
"172.26.156.26/32","172.26.156.26","ISD-EXCH","True","32","255.255.255.255"
"10.150.64.0/20","10.150.64.0","US-S07084","False","20","255.255.240.0"
"172.26.155.141/32","172.26.155.141","ISD-EXCH","True","32","255.255.255.255"
"172.26.156.21/32","172.26.156.21","ISD-EXCH","True","32","255.255.255.255"
"30.31.192.0/19","30.31.192.0","US-S07840","False","19","255.255.224.0"
"172.26.156.14/32","172.26.156.14","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.149/32","172.26.155.149","ISD-EXCH","True","32","255.255.255.255"
"172.26.156.47/32","172.26.156.47","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.172/32","172.26.155.172","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.175/32","172.26.155.175","ISD-EXCH","True","32","255.255.255.255"
"30.14.224.0/19","30.14.224.0","US-S07033","False","19","255.255.224.0"
"161.163.76.0/24","161.163.76.0","UK-Leeds-HO","True","24","255.255.255.0"
"172.27.184.45/32","172.27.184.45","ISD-EXCH","True","32","255.255.255.255"
"161.163.70.0/24","161.163.70.0","AR-HOMEOFFICE","True","24","255.255.255.0"
"10.217.232.0/23","10.217.232.0","CA-Toronto-HO","True","23","255.255.254.0"
"161.163.189.0/24","161.163.189.0","CN-S09000","True","24","255.255.255.0"
"55.102.104.0/21","55.102.104.0","CA-Sams-HO","False","21","255.255.248.0"
"55.107.200.0/21","55.107.200.0","CA-Sams-HO","False","21","255.255.248.0"
"10.127.245.124/30","10.127.245.124","UK-S07488","False","30","255.255.255.252"
"10.217.32.0/23","10.217.32.0","CA-Toronto-HO","True","23","255.255.254.0"
"22.48.0.0/12","22.48.0.0","CAM-Guatemala-HO","True","12","255.240.0.0"
"10.147.246.0/24","10.147.246.0","US-S02625","False","24","255.255.255.0"
"156.95.82.224/30","156.95.82.224","US-S06010","False","30","255.255.255.252"
"161.176.237.128/26","161.176.237.128","BR-HOMEOFFICE","False","26","255.255.255.192"
"55.106.0.0/21","55.106.0.0","CA-Sams-HO","False","21","255.255.248.0"
"55.106.64.0/21","55.106.64.0","CA-Toronto-HO","True","21","255.255.248.0"
"10.68.152.0/24","10.68.152.0","CA-Toronto-HO","True","24","255.255.255.0"
"10.157.116.0/22","10.157.116.0","CN-S07433","True","22","255.255.252.0"
"55.99.88.0/21","55.99.88.0","CA-Toronto-HO","True","21","255.255.248.0"
"30.19.224.0/19","30.19.224.0","UK-S07449","False","19","255.255.224.0"
"10.153.136.0/21","10.153.136.0","US-S06059","False","21","255.255.248.0"
"161.166.40.71/32","161.166.40.71","ISD-EXCH","True","32","255.255.255.255"
"161.176.51.0/24","161.176.51.0","US-S06013","False","24","255.255.255.0"
"142.136.173.0/24","142.136.173.0","US-S06023","False","24","255.255.255.0"
"172.27.184.73/32","172.27.184.73","ISD-EXCH","True","32","255.255.255.255"
"10.219.162.0/23","10.219.162.0","CA-Toronto-HO","True","23","255.255.254.0"
"55.96.216.0/21","55.96.216.0","CA-Toronto-HO","True","21","255.255.248.0"
"10.55.68.0/24","10.55.68.0","UK-Leeds-HO","True","24","255.255.255.0"
"172.27.148.190/32","172.27.148.190","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.191/32","172.27.148.191","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.71/32","172.27.184.71","ISD-EXCH","True","32","255.255.255.255"
"161.163.79.0/24","161.163.79.0","UK-Leeds-HO","True","24","255.255.255.0"
"172.27.148.135/32","172.27.148.135","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.181/32","172.27.148.181","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.176/32","172.27.148.176","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.31/32","172.27.184.31","ISD-EXCH","True","32","255.255.255.255"
"30.21.160.0/19","30.21.160.0","MX-S07808","False","19","255.255.224.0"
"30.28.224.0/19","30.28.224.0","UK-S07454","False","19","255.255.224.0"
"161.176.205.0/24","161.176.205.0","BR-HOMEOFFICE","False","24","255.255.255.0"
"161.176.193.0/24","161.176.193.0","BR-HOMEOFFICE","False","24","255.255.255.0"
"10.153.24.0/21","10.153.24.0","US-S06016","False","21","255.255.248.0"
"10.219.136.0/23","10.219.136.0","CA-Toronto-HO","True","23","255.255.254.0"
"10.0.255.38/32","10.0.255.38","US-S06060","False","32","255.255.255.255"
"10.248.248.0/21","10.248.248.0","UK-S07445","False","21","255.255.248.0"
"30.1.0.0/19","30.1.0.0","US-S06000","False","19","255.255.224.0"
"148.250.235.10/32","148.250.235.10","MX-Toreo","False","32","255.255.255.255"
"172.26.155.120/32","172.26.155.120","ISD-EXCH","True","32","255.255.255.255"
"10.217.92.0/23","10.217.92.0","CA-Toronto-HO","True","23","255.255.254.0"
"172.28.186.0/24","172.28.186.0","US-GEC-Sunnyvale","False","24","255.255.255.0"
"10.128.160.0/19","10.128.160.0","CN-HOMEOFFICE","True","19","255.255.224.0"
"10.252.0.0/15","10.252.0.0","ISD","True","15","255.254.0.0"
"172.27.184.43/32","172.27.184.43","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.42/32","172.27.184.42","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.79/32","172.17.34.79","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.51/32","172.27.184.51","ISD-EXCH","True","32","255.255.255.255"
"172.17.162.82/32","172.17.162.82","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.159/32","172.27.148.159","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.37/32","172.17.34.37","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.77/32","172.17.34.77","ISD-EXCH","True","32","255.255.255.255"
"172.17.162.77/32","172.17.162.77","ISD-EXCH","True","32","255.255.255.255"
"172.17.162.31/32","172.17.162.31","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.41/32","172.27.184.41","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.74/32","172.17.34.74","ISD-EXCH","True","32","255.255.255.255"
"172.17.162.46/32","172.17.162.46","ISD-EXCH","True","32","255.255.255.255"
"172.17.162.83/32","172.17.162.83","ISD-EXCH","True","32","255.255.255.255"
"10.161.248.0/21","10.161.248.0","US-S07078","False","21","255.255.248.0"
"10.47.0.0/16","10.47.0.0","ISD","True","16","255.255.0.0"
"161.163.255.0/24","161.163.255.0","PR-HOMEOFFICE","True","24","255.255.255.0"
"10.149.96.0/20","10.149.96.0","US-S08092","False","20","255.255.240.0"
"10.250.0.0/15","10.250.0.0","ISD","True","15","255.254.0.0"
"192.0.0.0/3","192.0.0.0","ISD","True","3","224.0.0.0"
"172.17.162.81/32","172.17.162.81","ISD-EXCH","True","32","255.255.255.255"
"161.177.0.0/16","161.177.0.0","MX-Azcapotzalco","True","16","255.255.0.0"
"172.27.148.192/32","172.27.148.192","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.33/32","172.27.184.33","ISD-EXCH","True","32","255.255.255.255"
"172.27.185.13/32","172.27.185.13","ISD-EXCH","True","32","255.255.255.255"
"172.17.34.88/32","172.17.34.88","ISD-EXCH","True","32","255.255.255.255"
"172.17.162.89/32","172.17.162.89","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.24/32","172.27.184.24","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.168/32","172.27.148.168","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.193/32","172.27.148.193","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.16/32","172.27.182.16","ISD-EXCH","True","32","255.255.255.255"
"172.17.162.146/32","172.17.162.146","ISD-EXCH","True","32","255.255.255.255"
"172.27.182.14/32","172.27.182.14","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.136/32","172.27.148.136","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.175/32","172.27.148.175","ISD-EXCH","True","32","255.255.255.255"
"30.29.96.0/19","30.29.96.0","US-S07084","False","19","255.255.224.0"
"172.26.155.163/32","172.26.155.163","ISD-EXCH","True","32","255.255.255.255"
"172.26.155.160/32","172.26.155.160","ISD-EXCH","True","32","255.255.255.255"
"30.31.128.0/19","30.31.128.0","US-S07976","False","19","255.255.224.0"
"172.27.184.59/32","172.27.184.59","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.218/32","172.27.148.218","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.32/32","172.27.184.32","ISD-EXCH","True","32","255.255.255.255"
"172.27.184.81/32","172.27.184.81","ISD-EXCH","True","32","255.255.255.255"
"172.27.148.137/32","172.27.148.137","ISD-EXCH","True","32","255.255.255.255"
"10.151.16.0/20","10.151.16.0","US-S07840","False","20","255.255.240.0"
"172.26.196.227/32","172.26.196.227","ISD-EXCH","True","32","255.255.255.255"
"30.12.96.0/19","30.12.96.0","US-S06596","False","19","255.255.224.0"
"10.162.72.0/21","10.162.72.0","US-S07017","False","21","255.255.248.0"
"10.26.0.0/16","10.26.0.0","ISD","True","16","255.255.0.0"
"10.9.0.0/16","10.9.0.0","ISD","True","16","255.255.0.0"
"224.0.0.0/4","224.0.0.0","ISD","True","4","240.0.0.0"
"10.153.88.0/21","10.153.88.0","US-S07038","False","21","255.255.248.0"
"161.163.24.128/25","161.163.24.128","CN-HOMEOFFICE","True","25","255.255.255.128"
"30.30.224.0/19","30.30.224.0","CAM-S07401","False","19","255.255.224.0"
"10.153.246.0/23","10.153.246.0","US-S07030","False","23","255.255.254.0"
"161.166.124.121/32","161.166.124.121","ISD-EXCH","True","32","255.255.255.255"
"192.168.251.48/32","192.168.251.48","CA-Toronto-HO","True","32","255.255.255.255"
"10.161.184.0/21","10.161.184.0","US-S07015","False","21","255.255.248.0"
"10.149.64.0/20","10.149.64.0","IN-HOMEOFFICE","True","20","255.255.240.0"
"10.38.0.0/16","10.38.0.0","ISD","True","16","255.255.0.0"
"10.212.0.0/14","10.212.0.0","ISD","True","14","255.252.0.0"
"10.255.232.0/21","10.255.232.0","CA-Toronto-HO","True","21","255.255.248.0"
